company reports,"('amex', -5.211085144866019)","('discontinued', -5.618139282572193)","('b1', -5.798886604494445)","('01', -5.82673857213189)","('02', -5.948127118431862)","('03', -6.019199039200537)","('respectively', -6.031137196260979)","('04', -6.105005230861835)","('05', -6.1054368021531875)","('06', -6.122930199970927)","('07', -6.158774913732408)","('08', -6.188779909082163)","('b2', -6.239610516468859)","('09', -6.270049997439826)","('bancorp', -6.41081352321991)","('restated', -6.433686808621377)","('credits', -6.530837683622718)","('b3', -6.623665309117045)","('pretax', -6.770951444515765)","('b4', -6.811898229367177)"
wines,"('wines', -5.7627821905448355)","('winery', -6.5124662796975645)","('vineyards', -6.517395992164051)","('grapes', -6.546436581929975)","('cabernet', -6.6708220152906925)","('grape', -6.705092687514105)","('chardonnay', -6.779415460193382)","('bottle', -6.783472223764984)","('sauvignon', -6.798939255989473)","('bordeaux', -6.811724772115379)","('wineries', -6.934883895944756)","('vineyard', -6.968159085285883)","('merlot', -7.04896286667638)","('pinot', -7.074840052105473)","('blanc', -7.085584152635395)","('tasting', -7.119591539715063)","('vines', -7.120691870802713)","('bottles', -7.149980503291686)","('goldberg', -7.211671461531658)","('chateau', -7.240330850938239)"
freedom of the press,"('editors', -8.536904101064977)","('censorship', -8.592326656845385)","('publish', -8.673557505441716)","('journalism', -8.688783624634429)","('zhao', -8.881049072683833)","('confidential', -8.89704130967393)","('putin', -8.94908661671605)","('beijing', -9.01389358163336)","('secrets', -9.0199946724217)","('publications', -9.08437960376041)","('jailed', -9.08510630141157)","('freedoms', -9.126825629951583)","('zimbabwe', -9.14039149992253)","('libel', -9.17996767120838)","('contempt', -9.259621353341245)","('kremlin', -9.310443921771745)","('detention', -9.360938781881654)","('judiciary', -9.411133570268387)","('hong', -9.416457054717295)","('journalistic', -9.422230052535248)"
breast,"('breast', -5.90343384738951)","('implants', -7.247984781883098)","('mammograms', -7.3982236142505755)","('mammography', -7.566678548715869)","('silicone', -7.653592565621142)","('cancers', -7.772236144445122)","('implant', -7.821858625139865)","('mammogram', -7.936024557813845)","('chemotherapy', -7.983177458103434)","('tumors', -7.9862695479301244)","('estrogen', -8.028381756450074)","('corning', -8.070337014073786)","('mastectomy', -8.09961872092634)","('screening', -8.146787916380882)","('tamoxifen', -8.160065763062097)","('breasts', -8.172514095960135)","('therapy', -8.21570040658181)","('clinical', -8.248494161414357)","('radiation', -8.272071745213989)","('tumor', -8.276393201608911)"
savings,"('regulators', -6.849216438684246)","('bailout', -6.95552257528977)","('deposit', -7.1402026124255205)","('thrift', -7.151794655159726)","('deposits', -7.213724158928934)","('insolvent', -7.258682819512839)","('keating', -7.293616697557807)","('depositors', -7.490126301598575)","('associations', -7.50934427398893)","('taxpayers', -7.669049873393881)","('supervision', -7.870773763442844)","('seidman', -8.003230755070357)","('regulatory', -8.014570719605896)","('riegle', -8.045049383787145)","('thrifts', -8.076183347606234)","('insured', -8.084485970077784)","('taxpayer', -8.257086189847188)","('cranston', -8.319356107466696)","('lending', -8.347065741628683)","('junk', -8.355763173484366)"
savings and loan associations,"('regulators', -6.848844913338139)","('bailout', -6.93629429597322)","('thrift', -7.203488120299635)","('insolvent', -7.24327866794494)","('deposit', -7.248682169168732)","('keating', -7.272715619414278)","('deposits', -7.313148677882498)","('associations', -7.4998588517457865)","('depositors', -7.614243054969476)","('taxpayers', -7.7437220335243735)","('supervision', -7.868953811200887)","('seidman', -7.999931760078174)","('regulatory', -8.005272947829457)","('riegle', -8.028665150097083)","('thrifts', -8.063877536422375)","('insured', -8.13108245928107)","('taxpayer', -8.297405866744946)","('cranston', -8.298455029323167)","('junk', -8.364732246934413)","('silverado', -8.3880303270677)"
geography,"('elementary', -8.109359558047947)","('colonial', -8.24716723444783)","('bedrooms', -8.295191320317642)","('condominium', -8.3235831912019)","('realty', -8.33556335692936)","('median', -8.340095133358574)","('waterfront', -8.389077259766347)","('kindergarten', -8.392801842614615)","('grades', -8.412178144811476)","('condominiums', -8.422396673061957)","('railroad', -8.433813917531284)","('math', -8.4341819966941)","('mall', -8.453488325137606)","('colonials', -8.527429314058738)","('rental', -8.53941239475067)","('developers', -8.546768330404003)","('borough', -8.547758811498994)","('bath', -8.572239973306141)","('zoning', -8.585242734617648)","('inn', -8.587008446964433)"
geographic profiles,"('elementary', -8.113477053712742)","('colonial', -8.244787586287952)","('bedrooms', -8.291181323539597)","('condominium', -8.319573194423857)","('realty', -8.331553360151318)","('median', -8.336085136580532)","('waterfront', -8.385067262988304)","('kindergarten', -8.390476486932872)","('condominiums', -8.418386676283916)","('grades', -8.423732561862753)","('railroad', -8.43398247824528)","('math', -8.450962046264445)","('mall', -8.452565824126072)","('colonials', -8.523419317280695)","('rental', -8.535402397972627)","('borough', -8.546005525030514)","('developers', -8.547308741383748)","('bath', -8.568229976528098)","('inn', -8.582998450186391)","('zoning', -8.583605256126924)"
ferries,"('ferry', -6.360703621273262)","('ferries', -7.389270781968048)","('staten', -7.710417427696813)","('terminal', -7.890467220559163)","('waterway', -8.098371080518987)","('pier', -8.121051078104465)","('boats', -8.134212147325556)","('commuters', -8.2619524474975)","('passenger', -8.511945582411071)","('vessel', -8.608285339847118)","('dock', -8.641042926240463)","('commuter', -8.666376775053244)","('imperatore', -8.801255282238218)","('waterfront', -8.849204610189187)","('routes', -8.86252044999701)","('maritime', -8.928243382029473)","('aboard', -8.9475301892894)","('deck', -8.972298902625964)","('transit', -8.972980937337395)","('riders', -8.981516324679369)"
marathon running,"('marathon', -6.005939901992736)","('runners', -6.7606342155316534)","('marathons', -7.539618854824709)","('runner', -7.601556856073135)","('kenya', -8.095660889433304)","('lebow', -8.185121478134988)","('marathoners', -8.204626373772902)","('olympics', -8.245821164040045)","('marathoner', -8.283200015618444)","('athletes', -8.374015925177625)","('fastest', -8.38062704597077)","('loroupe', -8.406794191503822)","('elite', -8.418748064620086)","('meters', -8.491903573511227)","('kenyan', -8.512968072176072)","('steinfeld', -8.532148123443157)","('finishing', -8.570418642272882)","('verrazano', -8.686260388272746)","('waitz', -8.69228279821532)","('samuelson', -8.6985684426541)"
running,"('marathon', -5.9449845518752)","('runners', -6.410527136927203)","('runner', -7.122060890576365)","('marathons', -7.4839449136619285)","('meters', -7.857620124332865)","('kenya', -7.971041295810389)","('olympics', -7.9753438365766325)","('lebow', -7.988326241197519)","('athletes', -7.993873482838853)","('fastest', -8.080669396448048)","('championships', -8.088279400487373)","('kilometer', -8.12346937890493)","('marathoners', -8.215455615137682)","('elite', -8.216764350097744)","('meter', -8.218790121288711)","('marathoner', -8.26175093743801)","('finishing', -8.400827295736002)","('kenyan', -8.40125376755214)","('loroupe', -8.418851816846338)","('medal', -8.46934756429858)"
volunteers,"('volunteers', -6.551980866486708)","('volunteer', -6.7132854704259)","('volunteering', -8.067538088920388)","('volunteerism', -8.180916001929388)","('firefighters', -8.746224778295767)","('volunteered', -8.896514009779658)","('donated', -9.003651096649687)","('shelter', -9.064241642709671)","('ambulance', -9.08517034496432)","('voluntary', -9.13700298355633)","('americorps', -9.142997680800942)","('civic', -9.238087230266789)","('soup', -9.238339666365771)","('charity', -9.265926293422735)","('grants', -9.272851999453898)","('tutoring', -9.306359753754375)","('departments', -9.31543401777035)","('recruit', -9.368890958658623)","('firefighter', -9.38104562088585)","('needy', -9.397542159443976)"
supermarkets,"('supermarket', -6.815413551777807)","('supermarkets', -7.342903781492724)","('grocery', -7.753622367566453)","('pathmark', -8.02239005339722)","('chains', -8.12185779331143)","('foods', -8.146185872236433)","('shoppers', -8.147324813381147)","('safeway', -8.44315694715574)","('mart', -8.472332823541743)","('wal', -8.48104574137573)","('groceries', -8.567353586162724)","('ahold', -8.594578371757622)","('retailers', -8.599377316697211)","('checkout', -8.750259987945695)","('kroger', -8.796678138138182)","('grocers', -8.838625493505004)","('convenience', -8.884897882289202)","('aisles', -8.957995650980823)","('organic', -8.970314905428976)","('retailer', -9.03338692048293)"
shopping centers,"('mall', -6.6251165100044345)","('malls', -7.29210000090088)","('shoppers', -7.865044135546672)","('retailers', -8.067800699212603)","('developers', -8.139191801169215)","('tenants', -8.347739533469902)","('anchor', -8.734689160122015)","('merchants', -8.782290144018493)","('macy', -8.819732698465529)","('outlet', -8.830653411135595)","('taubman', -8.912251318677429)","('galleria', -8.927654803764984)","('supermarket', -8.950231652283655)","('retailing', -9.003339467746434)","('spaces', -9.042779051862473)","('merchandise', -9.048278883599453)","('zoning', -9.085038055197705)","('upscale', -9.107060132633428)","('realty', -9.110263903236588)","('lease', -9.127078060802415)"
insects,"('mosquitoes', -7.217284231051779)","('mosquito', -7.279521375163993)","('insects', -7.302663060071876)","('insect', -7.4293920951402805)","('virus', -7.454188068525839)","('nile', -7.524100697385091)","('spraying', -7.601952806218638)","('bees', -7.8830192960432335)","('infected', -8.055396611677484)","('birds', -8.075544773249053)","('pesticide', -8.08011516449452)","('larvae', -8.094913802582102)","('encephalitis', -8.10190020386218)","('butterflies', -8.130349147719343)","('humans', -8.190859210554542)","('pesticides', -8.191496617909078)","('beetles', -8.192368713468536)","('eggs', -8.247604906707656)","('ants', -8.2509674090221)","('entomologist', -8.308650806790054)"
city councils,"('councilman', -7.0442690050688315)","('vallone', -7.260154642224152)","('borough', -7.624598053065744)","('charter', -7.660786169624153)","('bloomberg', -7.689701723057831)","('mayoral', -7.98089893702302)","('gifford', -7.996945795570882)","('ballot', -8.018597226357441)","('incumbent', -8.075881527462393)","('councilwoman', -8.156453687080417)","('staten', -8.296578754731085)","('dinkins', -8.318568322324227)","('comptroller', -8.448864132570915)","('referendum', -8.452497010091298)","('incumbents', -8.453382743760574)","('citywide', -8.46834583810557)","('revision', -8.548353444547518)","('assemblyman', -8.561271020842035)","('quinn', -8.678923661021543)","('endorsed', -8.691241569222697)"
local government,"('charter', -6.850389903179572)","('councilman', -7.053115948982002)","('vallone', -7.158425250453107)","('borough', -7.281835745809736)","('bloomberg', -7.371844522562271)","('ballot', -7.554423100764038)","('revision', -7.5955395191654675)","('mayoral', -7.6563585237401615)","('referendum', -7.96158573130917)","('gifford', -8.006750982664489)","('incumbent', -8.021421170183228)","('dinkins', -8.025438846361128)","('staten', -8.059465598207096)","('councilwoman', -8.138026104293791)","('comptroller', -8.14266362616144)","('nonpartisan', -8.259346195359555)","('citywide', -8.283583432441883)","('koch', -8.373166856872984)","('incumbents', -8.405109505728085)","('assemblyman', -8.406123643753865)"
olympic games,"('olympics', -5.227341960568023)","('medal', -5.837301417892426)","('athletes', -6.128762736998842)","('medals', -6.584936747562372)","('meter', -6.766346827921558)","('skating', -6.848097297236294)","('barcelona', -6.961984509411442)","('seoul', -6.967516806949156)","('meters', -7.055634375916442)","('sydney', -7.065601548792155)","('championships', -7.110448949280631)","('bronze', -7.13469094332886)","('athlete', -7.163870977422349)","('trials', -7.216880909363224)","('medalist', -7.277540131312477)","('athens', -7.319921954193674)","('samaranch', -7.32597971000078)","('ski', -7.530652107329644)","('albertville', -7.607567836847233)","('freestyle', -7.625098579284238)"
third world and developing countries,"('poorest', -7.755910056619275)","('monetary', -7.919201582552748)","('brazil', -7.933161787668172)","('economies', -8.108981110008113)","('industrialized', -8.158756084918705)","('lending', -8.18673958902415)","('subsidies', -8.312202312516897)","('exports', -8.3609559165727)","('export', -8.368439472444331)","('summit', -8.402576955379239)","('malaria', -8.409201325904032)","('agricultural', -8.44473232666209)","('debtor', -8.459781065536847)","('poorer', -8.484274933510298)","('diseases', -8.537661534637259)","('ministers', -8.539445388132103)","('reserves', -8.617521113961406)","('debts', -8.626945739588226)","('argentina', -8.640813657531517)","('agriculture', -8.667650133130076)"
retirement,"('pension', -5.906884244388449)","('pensions', -6.798177192429643)","('401', -6.9680731069329145)","('retirees', -6.9708160488390964)","('retire', -7.361987208238773)","('employers', -7.670056683409821)","('employer', -8.02385648352988)","('investing', -8.090735690651718)","('invested', -8.10676326669441)","('retiree', -8.135278768430886)","('enron', -8.169292634737312)","('taxpayers', -8.240343493668854)","('obligations', -8.268804504600519)","('deferred', -8.331915331456752)","('retiring', -8.362964372007966)","('guaranty', -8.405884211671257)","('eligible', -8.413023618038036)","('compensation', -8.45651982747096)","('comptroller', -8.460631589001533)","('portfolio', -8.46096651690039)"
stations and terminals (passenger),"('terminal', -6.857094617551099)","('transit', -6.988387838081022)","('trains', -7.373541372714394)","('rail', -7.520744957265441)","('commuters', -7.617651893157859)","('railroad', -7.745594278652671)","('amtrak', -7.851706933066918)","('riders', -7.880388756264315)","('metro', -7.950601676787144)","('penn', -7.9592775131277484)","('commuter', -8.102712936393893)","('platform', -8.137336621633931)","('concourse', -8.172838261807437)","('platforms', -8.219582363645344)","('tunnel', -8.341093077371863)","('renovation', -8.420401959128554)","('ferry', -8.514082435738334)","('midtown', -8.582453549746447)","('passenger', -8.593543517897766)","('subways', -8.634566254504659)"
